case;activity;start time;end time;resource;product;prod-price;quantity;address
248;place order;2015-02-15 12:41:12;2015-02-15 13:13:03;Luke;SAMSUNG Galaxy S4;329.0;2;NL-7833HT-15
249;place order;2015-02-16 05:17:36;2015-02-16 05:22:38;Aiden;SAMSUNG Galaxy S4;329.0;3;NL-9511PT-22a
135;make delivery;2015-02-16 08:52:20;2015-02-16 09:03:06;Michael;SAMSUNG Galaxy S4;329.0;3;NL-7887AC-13
185;send reminder;2015-02-16 09:07:17;2015-02-16 09:26:43;Abigail;APPLE iPhone 5s 16 GB;449.0;2;NL-9514CC-18
178;pay;2015-02-16 09:09:43;2015-02-16 09:11:49;Emily;MOTOROLA Moto G;199.0;2;NL-9491BG-41
229;send invoice;2015-02-16 09:13:01;2015-02-16 09:16:05;Emily;APPLE iPhone 6s 64 GB;858.0;3;NL-7826GD-9
129;cancel order;2015-02-16 09:27:49;2015-02-16 09:40:03;Jack;MOTOROLA Moto G;199.0;5;NL-7918AE-48b
250;place order;2015-02-16 09:49:29;2015-02-16 09:55:02;Aiden;SAMSUNG Galaxy S4;329.0;3;NL-7822AW-5
210;send invoice;2015-02-16 10:12:17;2015-02-16 10:17:01;Lily;SAMSUNG Galaxy J5;219.99;2;NL-7943MC-4
195;send reminder;2015-02-16 10:16:48;2015-02-16 10:29:39;Abigail;APPLE iPhone 6 16 GB;639.0;4;NL-9521GC-32
158;pay;2015-02-16 10:46:37;2015-02-16 10:53:19;Jack;APPLE iPhone 6 16 GB;639.0;7;NL-7823JJ-7
144;confirm payment;2015-02-16 10:57:20;2015-02-16 11:02:35;Lily;SAMSUNG Core Prime G361;135.0;3;NL-7821AC-3
144;make delivery;2015-02-16 11:05:02;2015-02-16 12:43:32;Ella;SAMSUNG Core Prime G361;135.0;3;NL-7821AC-3
141;pay;2015-02-16 11:05:17;2015-02-16 11:10:09;Lily;APPLE iPhone 6s 64 GB;858.0;2;NL-9411RD-49
171;pay;2015-02-16 11:08:11;2015-02-16 11:11:54;Lily;APPLE iPhone 5s 16 GB;449.0;2;NL-7948DN-12a
90;prepare delivery;2015-02-16 11:14:49;2015-02-16 11:40:20;Luke;APPLE iPhone 5s 16 GB;449.0;2;NL-7823JJ-7
238;send invoice;2015-02-16 11:15:12;2015-02-16 11:19:36;Madison;SAMSUNG Galaxy S4;329.0;3;NL-9408BM-37
135;confirm payment;2015-02-16 11:23:37;2015-02-16 11:33:49;Jack;SAMSUNG Galaxy S4;329.0;3;NL-7887AC-13
130;make delivery;2015-02-16 11:24:03;2015-02-16 13:03:50;Ella;APPLE iPhone 6 16 GB;639.0;1;NL-7751DG-21
241;send invoice;2015-02-16 11:26:33;2015-02-16 11:38:14;Chloe;APPLE iPhone 6 16 GB;639.0;3;NL-9511PN-20
217;send invoice;2015-02-16 11:26:35;2015-02-16 11:33:33;Jack;MOTOROLA Moto G;199.0;4;NL-7751AR-19
147;make delivery;2015-02-16 11:32:23;2015-02-16 11:47:36;Avery;SAMSUNG Galaxy S4;329.0;3;NL-7948BX-10
211;send invoice;2015-02-16 11:34:54;2015-02-16 11:40:01;Madison;SAMSUNG Galaxy S4;329.0;2;NL-7944RD-8
112;prepare delivery;2015-02-16 11:37:48;2015-02-16 13:58:59;Lucas;MOTOROLA Moto G;199.0;3;NL-7931TV-36
137;prepare delivery;2015-02-16 11:44:21;2015-02-16 11:51:43;Sophia;APPLE iPhone 6 16 GB;639.0;2;NL-7905AX-38
251;place order;2015-02-16 11:57:05;2015-02-16 13:51:45;Lucas;MOTOROLA Moto G;199.0;4;NL-7948DN-12a
154;confirm payment;2015-02-16 11:57:21;2015-02-16 12:05:36;Jack;APPLE iPhone 6 16 GB;639.0;1;NL-7908MH-44
154;make delivery;2015-02-16 12:08:57;2015-02-16 12:20:40;Michael;APPLE iPhone 6 16 GB;639.0;1;NL-7908MH-44
149;prepare delivery;2015-02-16 12:10:17;2015-02-16 12:14:17;Aiden;APPLE iPhone 6 16 GB;639.0;4;NL-7908MH-44
228;send invoice;2015-02-16 12:15:33;2015-02-16 12:19:33;Lily;SAMSUNG Galaxy S4;329.0;2;NL-9766VB-39
125;prepare delivery;2015-02-16 12:21:14;2015-02-16 14:43:42;Lucas;APPLE iPhone 6s 64 GB;858.0;4;NL-7742XG-17
130;confirm payment;2015-02-16 12:23:54;2015-02-16 12:31:20;Lily;APPLE iPhone 6 16 GB;639.0;1;NL-7751DG-21
190;send reminder;2015-02-16 12:35:54;2015-02-16 12:50:15;Luke;APPLE iPhone 6 16 GB;639.0;3;NL-7931TV-36
136;send reminder;2015-02-16 13:19:31;2015-02-16 13:43:56;Luke;APPLE iPhone 6 16 GB;639.0;2;NL-9403JH-29
132;pay;2015-02-16 13:30:52;2015-02-16 13:36:41;Jack;SAMSUNG Galaxy S4;329.0;3;NL-7812LW-50
252;place order;2015-02-16 14:12:18;2015-02-16 17:57:43;Lucas;APPLE iPhone 6s 64 GB;858.0;2;NL-9405NP-33
200;send reminder;2015-02-16 14:29:14;2015-02-16 14:36:29;Abigail;SAMSUNG Galaxy S4;329.0;1;NL-7826GD-9
152;prepare delivery;2015-02-16 14:44:49;2015-02-16 17:18:16;Lucas;SAMSUNG Galaxy S4;329.0;2;NL-9521CT-28b
156;pay;2015-02-16 14:47:52;2015-02-16 14:56:31;Jack;SAMSUNG Galaxy S4;329.0;3;NL-7742XG-17
155;pay;2015-02-16 14:53:04;2015-02-16 14:56:26;Emily;SAMSUNG Core Prime G361;135.0;2;NL-7948BX-10
232;send invoice;2015-02-16 15:10:28;2015-02-16 15:16:24;Lily;SAMSUNG Galaxy S4;329.0;3;NL-7887AC-13
193;send reminder;2015-02-16 15:35:33;2015-02-16 16:18:09;Luke;SAMSUNG Galaxy J5;219.99;1;NL-7942GT-2
148;make delivery;2015-02-16 15:41:33;2015-02-16 16:08:07;Aubrey;HUAWEI P8 Lite;234.0;1;NL-9411ME-47
253;place order;2015-02-16 15:42:43;2015-02-16 17:53:57;Lucas;APPLE iPhone 6 16 GB;639.0;6;NL-9402NV-25
201;send invoice;2015-02-16 15:56:29;2015-02-16 16:02:01;Madison;HUAWEI P8 Lite;234.0;4;NL-7828AM-11a
119;prepare delivery;2015-02-16 16:21:25;2015-02-16 16:25:24;Aiden;APPLE iPhone 6 16 GB;639.0;2;NL-7944BB-6
150;prepare delivery;2015-02-16 16:49:05;2015-02-16 17:12:00;Isabella;APPLE iPhone 6 16 GB;639.0;2;NL-7943MC-4
161;prepare delivery;2015-02-16 17:25:18;2015-02-16 17:32:27;Sophia;SAMSUNG Galaxy S4;329.0;5;NL-9411RD-49
254;place order;2015-02-16 17:43:33;2015-02-16 17:48:31;Aiden;APPLE iPhone 6s 64 GB;858.0;2;NL-9511PT-22a
146;prepare delivery;2015-02-16 17:43:37;2015-02-16 18:10:19;Luke;SAMSUNG Galaxy S4;329.0;1;NL-7751AR-19
205;send reminder;2015-02-16 18:43:15;2015-02-16 19:04:42;Abigail;APPLE iPhone 5s 16 GB;449.0;2;NL-7823JJ-7
255;place order;2015-02-16 19:46:53;2015-02-16 19:52:43;Emma;SAMSUNG Galaxy S6 32 GB;543.99;3;NL-7826GD-9
256;place order;2015-02-16 23:10:01;2015-02-16 23:18:12;Jacob;SAMSUNG Galaxy S4;329.0;3;NL-7826GD-9
153;pay;2015-02-17 03:53:14;2015-02-17 03:58:56;Lily;MOTOROLA Moto G;199.0;4;NL-7887AC-13
233;send invoice;2015-02-17 08:57:56;2015-02-17 09:01:51;Lily;APPLE iPhone 6 16 GB;639.0;2;NL-9521ET-30
148;confirm payment;2015-02-17 08:58:23;2015-02-17 09:05:53;Jack;HUAWEI P8 Lite;234.0;1;NL-9411ME-47
257;place order;2015-02-17 09:00:16;2015-02-17 09:09:26;Olivia;SAMSUNG Galaxy S4;329.0;2;NL-7742XG-17
147;confirm payment;2015-02-17 09:08:30;2015-02-17 09:18:19;Jack;SAMSUNG Galaxy S4;329.0;3;NL-7948BX-10
107;make delivery;2015-02-17 09:27:36;2015-02-17 09:44:12;Abigail;APPLE iPhone 6 16 GB;639.0;3;NL-7908MH-44
157;prepare delivery;2015-02-17 09:50:46;2015-02-17 12:25:41;Lucas;APPLE iPhone 6s 64 GB;858.0;3;NL-7822AW-5
244;send invoice;2015-02-17 10:03:38;2015-02-17 10:08:25;Jack;SAMSUNG Galaxy S6 32 GB;543.99;4;NL-7887AC-13
112;make delivery;2015-02-17 10:08:16;2015-02-17 10:20:44;Avery;MOTOROLA Moto G;199.0;3;NL-7931TV-36
149;make delivery;2015-02-17 10:12:05;2015-02-17 11:48:07;Ella;APPLE iPhone 6 16 GB;639.0;4;NL-7908MH-44
258;place order;2015-02-17 10:18:39;2015-02-17 12:07:02;Lucas;MOTOROLA Moto E 4G;99.99;3;NL-7948BX-10
145;prepare delivery;2015-02-17 10:27:28;2015-02-17 10:34:58;Sophia;SAMSUNG Galaxy S4;329.0;4;NL-7833HT-15
90;make delivery;2015-02-17 10:32:36;2015-02-17 11:03:42;Kaylee;APPLE iPhone 5s 16 GB;449.0;2;NL-7823JJ-7
125;confirm payment;2015-02-17 10:48:12;2015-02-17 10:55:52;Lily;APPLE iPhone 6s 64 GB;858.0;4;NL-7742XG-17
249;send invoice;2015-02-17 10:53:33;2015-02-17 10:57:51;Lily;SAMSUNG Galaxy S4;329.0;3;NL-9511PT-22a
220;send invoice;2015-02-17 11:45:42;2015-02-17 11:49:16;Emily;APPLE iPhone 6 16 GB;639.0;4;NL-9411RD-49
259;place order;2015-02-17 11:55:25;2015-02-17 12:03:56;Sophia;SAMSUNG Galaxy S4;329.0;5;NL-9408BM-37
90;confirm payment;2015-02-17 11:56:52;2015-02-17 12:01:43;Emily;APPLE iPhone 5s 16 GB;449.0;2;NL-7823JJ-7
169;send reminder;2015-02-17 12:06:17;2015-02-17 12:28:53;Abigail;APPLE iPhone 5s 16 GB;449.0;4;NL-7822AW-5
226;send invoice;2015-02-17 12:09:13;2015-02-17 12:12:58;Lily;MOTOROLA Moto G;199.0;2;NL-7826GD-9
162;send reminder;2015-02-17 12:14:16;2015-02-17 12:35:09;Luke;SAMSUNG Core Prime G361;135.0;3;NL-9521ET-30
125;make delivery;2015-02-17 12:19:10;2015-02-17 12:33:10;Harper;APPLE iPhone 6s 64 GB;858.0;4;NL-7742XG-17
240;send invoice;2015-02-17 12:20:40;2015-02-17 12:24:33;Emily;HUAWEI P8 Lite;234.0;1;NL-7905BC-40a
246;send invoice;2015-02-17 12:29:53;2015-02-17 12:52:04;Caleb;MOTOROLA Moto G;199.0;2;NL-7826GD-9
187;send reminder;2015-02-17 12:47:33;2015-02-17 13:05:40;Abigail;SAMSUNG Galaxy S4;329.0;2;NL-7942GT-2
168;send reminder;2015-02-17 13:07:06;2015-02-17 13:40:40;Luke;APPLE iPhone 6 16 GB;639.0;2;NL-7887AC-13
112;confirm payment;2015-02-17 13:18:57;2015-02-17 13:27:52;Lily;MOTOROLA Moto G;199.0;3;NL-7931TV-36
227;send invoice;2015-02-17 13:41:47;2015-02-17 13:48:10;Lily;APPLE iPhone 5s 16 GB;449.0;4;NL-7931TV-36
119;make delivery;2015-02-17 13:50:37;2015-02-17 13:59:46;Michael;APPLE iPhone 6 16 GB;639.0;2;NL-7944BB-6
149;confirm payment;2015-02-17 14:03:37;2015-02-17 14:36:41;Caleb;APPLE iPhone 6 16 GB;639.0;4;NL-7908MH-44
260;place order;2015-02-17 14:08:57;2015-02-17 17:09:20;Lucas;APPLE iPhone 6s 64 GB;858.0;2;NL-9408BM-37
120;prepare delivery;2015-02-17 14:18:15;2015-02-17 14:42:47;Luke;APPLE iPhone 6 16 GB;639.0;2;NL-9331MA-24
223;send invoice;2015-02-17 14:41:34;2015-02-17 14:46:20;Lily;SAMSUNG Core Prime G361;135.0;4;NL-7822AW-5
188;pay;2015-02-17 14:47:08;2015-02-17 14:53:20;Jack;APPLE iPhone 6s 64 GB;858.0;3;NL-7918AE-48b
137;confirm payment;2015-02-17 14:48:46;2015-02-17 14:54:36;Lily;APPLE iPhone 6 16 GB;639.0;2;NL-7905AX-38
137;make delivery;2015-02-17 14:56:03;2015-02-17 15:05:04;Michael;APPLE iPhone 6 16 GB;639.0;2;NL-7905AX-38
107;confirm payment;2015-02-17 15:08:30;2015-02-17 15:17:21;Lily;APPLE iPhone 6 16 GB;639.0;3;NL-7908MH-44
161;confirm payment;2015-02-17 15:26:16;2015-02-17 15:31:46;Lily;SAMSUNG Galaxy S4;329.0;5;NL-9411RD-49
261;place order;2015-02-17 15:36:01;2015-02-17 15:40:13;Emma;MOTOROLA Moto G;199.0;2;NL-7822AW-5
179;pay;2015-02-17 15:50:07;2015-02-17 15:58:20;Jack;SAMSUNG Galaxy S4;329.0;4;NL-7826GD-9
152;make delivery;2015-02-17 16:11:55;2015-02-17 16:36:53;Aubrey;SAMSUNG Galaxy S4;329.0;2;NL-9521CT-28b
218;send invoice;2015-02-17 16:20:00;2015-02-17 16:26:06;Lily;APPLE iPhone 6s Plus 64 GB;969.0;2;NL-9521ET-30
161;make delivery;2015-02-17 16:28:57;2015-02-17 16:57:52;Aubrey;SAMSUNG Galaxy S4;329.0;5;NL-9411RD-49
136;cancel order;2015-02-17 16:34:24;2015-02-17 16:49:22;Jack;APPLE iPhone 6 16 GB;639.0;2;NL-9403JH-29
178;prepare delivery;2015-02-17 16:36:59;2015-02-17 19:07:13;Lucas;MOTOROLA Moto G;199.0;2;NL-9491BG-41
150;make delivery;2015-02-17 16:59:40;2015-02-17 17:25:45;Aubrey;APPLE iPhone 6 16 GB;639.0;2;NL-7943MC-4
152;confirm payment;2015-02-17 17:00:08;2015-02-17 17:07:18;Lily;SAMSUNG Galaxy S4;329.0;2;NL-9521CT-28b
195;pay;2015-02-17 17:16:14;2015-02-17 17:20:38;Lily;APPLE iPhone 6 16 GB;639.0;4;NL-9521GC-32
262;place order;2015-02-17 17:30:10;2015-02-17 17:35:06;Emma;APPLE iPhone 6 16 GB;639.0;3;NL-7942GT-2
146;confirm payment;2015-02-17 17:42:30;2015-02-17 17:51:10;Lily;SAMSUNG Galaxy S4;329.0;1;NL-7751AR-19
256;send invoice;2015-02-17 17:46:57;2015-02-17 17:50:54;Lily;SAMSUNG Galaxy S4;329.0;3;NL-7826GD-9
123;prepare delivery;2015-02-17 18:10:13;2015-02-17 18:17:14;Sophia;SAMSUNG Galaxy S4;329.0;2;NL-7828AM-11a
197;pay;2015-02-17 18:13:31;2015-02-17 18:20:28;Lily;APPLE iPhone 6 16 GB;639.0;1;NL-9403JH-29
230;send invoice;2015-02-17 18:23:34;2015-02-17 18:29:14;Lily;APPLE iPhone 5s 16 GB;449.0;5;NL-9511PN-20
167;prepare delivery;2015-02-17 18:28:38;2015-02-17 18:32:26;Aiden;SAMSUNG Core Prime G361;135.0;4;NL-7751AR-19
192;pay;2015-02-17 18:53:31;2015-02-17 19:02:00;Jack;APPLE iPhone 6s 64 GB;858.0;3;NL-7931TV-36
146;make delivery;2015-02-17 19:17:55;2015-02-17 19:42:44;Aubrey;SAMSUNG Galaxy S4;329.0;1;NL-7751AR-19
263;place order;2015-02-17 19:18:27;2015-02-17 19:25:11;Jacob;SAMSUNG Galaxy S4;329.0;3;NL-7821AC-3
264;place order;2015-02-17 22:13:08;2015-02-17 22:28:00;Sophia;APPLE iPhone 5s 16 GB;449.0;4;NL-7931TV-36
265;place order;2015-02-18 08:14:31;2015-02-18 08:21:45;Sophia;APPLE iPhone 6s Plus 64 GB;969.0;1;NL-7828AM-11a
145;make delivery;2015-02-18 08:48:56;2015-02-18 10:25:08;Ella;SAMSUNG Galaxy S4;329.0;4;NL-7833HT-15
236;send invoice;2015-02-18 08:53:36;2015-02-18 08:59:51;Jack;SAMSUNG Core Prime G361;135.0;4;NL-7833HT-15
150;confirm payment;2015-02-18 09:16:12;2015-02-18 09:23:55;Jack;APPLE iPhone 6 16 GB;639.0;2;NL-7943MC-4
157;make delivery;2015-02-18 09:40:54;2015-02-18 10:58:49;Ella;APPLE iPhone 6s 64 GB;858.0;3;NL-7822AW-5
138;send reminder;2015-02-18 09:54:45;2015-02-18 10:02:12;Abigail;APPLE iPhone 5s 16 GB;449.0;2;NL-9403JH-29
151;pay;2015-02-18 10:07:22;2015-02-18 10:14:19;Jack;SAMSUNG Galaxy S4;329.0;6;NL-9403JH-29
266;place order;2015-02-18 10:09:53;2015-02-18 10:13:33;Aiden;APPLE iPhone 5s 16 GB;449.0;2;NL-7908XB-46
198;send reminder;2015-02-18 10:16:02;2015-02-18 10:29:13;Abigail;APPLE iPhone 6 16 GB;639.0;3;NL-7905BC-40a
157;confirm payment;2015-02-18 10:27:50;2015-02-18 10:35:09;Jack;APPLE iPhone 6s 64 GB;858.0;3;NL-7822AW-5
120;confirm payment;2015-02-18 10:59:21;2015-02-18 11:06:13;Lily;APPLE iPhone 6 16 GB;639.0;2;NL-9331MA-24
243;send invoice;2015-02-18 11:00:26;2015-02-18 11:26:25;Caleb;APPLE iPhone 6s 64 GB;858.0;4;NL-9402NV-25
158;prepare delivery;2015-02-18 11:03:44;2015-02-18 11:11:19;Sophia;APPLE iPhone 6 16 GB;639.0;7;NL-7823JJ-7
140;prepare delivery;2015-02-18 11:13:59;2015-02-18 13:39:11;Lucas;SAMSUNG Galaxy S4;329.0;3;NL-7887AC-13
252;send invoice;2015-02-18 11:15:23;2015-02-18 11:22:17;Lily;APPLE iPhone 6s 64 GB;858.0;2;NL-9405NP-33
190;pay;2015-02-18 11:16:24;2015-02-18 11:21:46;James;APPLE iPhone 6 16 GB;639.0;3;NL-7931TV-36
202;send reminder;2015-02-18 11:18:02;2015-02-18 11:46:35;Luke;SAMSUNG Galaxy S4;329.0;3;NL-7833HT-15
172;pay;2015-02-18 11:37:15;2015-02-18 11:42:01;Jack;SAMSUNG Galaxy S4;329.0;3;NL-7826GD-9
267;place order;2015-02-18 11:37:54;2015-02-18 11:47:23;Sophia;APPLE iPhone 6 16 GB;639.0;3;NL-7948DN-12a
119;confirm payment;2015-02-18 11:50:21;2015-02-18 11:54:11;Emily;APPLE iPhone 6 16 GB;639.0;2;NL-7944BB-6
174;send reminder;2015-02-18 11:50:54;2015-02-18 12:00:29;Abigail;APPLE iPhone 5s 16 GB;449.0;2;NL-7943MC-4
239;send invoice;2015-02-18 12:03:28;2015-02-18 12:09:20;Lily;APPLE iPhone 5s 16 GB;449.0;4;NL-9521ET-30
164;prepare delivery;2015-02-18 12:22:45;2015-02-18 12:30:36;Sophia;APPLE iPhone 6s 64 GB;858.0;2;NL-7942GT-2
165;prepare delivery;2015-02-18 12:33:14;2015-02-18 12:37:07;Aiden;APPLE iPhone 6s 64 GB;858.0;4;NL-9402NV-25
163;pay;2015-02-18 12:48:24;2015-02-18 13:19:40;Caleb;SAMSUNG Galaxy S6 32 GB;543.99;2;NL-9411CS-43
185;pay;2015-02-18 13:09:43;2015-02-18 13:12:08;Emily;APPLE iPhone 5s 16 GB;449.0;2;NL-9514CC-18
111;prepare delivery;2015-02-18 13:17:28;2015-02-18 13:20:29;Emma;SAMSUNG Galaxy S4;329.0;3;NL-7944RD-8
199;pay;2015-02-18 13:21:38;2015-02-18 13:30:15;Jack;MOTOROLA Moto G;199.0;1;NL-9514BV-16
268;place order;2015-02-18 13:33:55;2015-02-18 13:39:45;Aiden;SAMSUNG Galaxy S4;329.0;1;NL-7826GD-9
178;confirm payment;2015-02-18 14:15:56;2015-02-18 14:18:32;Emily;MOTOROLA Moto G;199.0;2;NL-9491BG-41
156;prepare delivery;2015-02-18 14:48:49;2015-02-18 15:14:03;Luke;SAMSUNG Galaxy S4;329.0;3;NL-7742XG-17
160;prepare delivery;2015-02-18 14:51:51;2015-02-18 17:13:51;Lucas;APPLE iPhone 6 16 GB;639.0;4;NL-7943MC-4
120;make delivery;2015-02-18 15:18:08;2015-02-18 16:48:11;Ella;APPLE iPhone 6 16 GB;639.0;2;NL-9331MA-24
269;place order;2015-02-18 15:25:57;2015-02-18 15:35:29;Sophia;APPLE iPhone 6 16 GB;639.0;6;NL-9514BV-16
254;send invoice;2015-02-18 15:32:19;2015-02-18 15:37:28;Lily;APPLE iPhone 6s 64 GB;858.0;2;NL-9511PT-22a
176;pay;2015-02-18 15:33:05;2015-02-18 15:55:33;Caleb;SAMSUNG Galaxy S4;329.0;3;NL-7812LW-50
255;send invoice;2015-02-18 15:47:05;2015-02-18 15:54:42;Lily;SAMSUNG Galaxy S6 32 GB;543.99;3;NL-7826GD-9
168;cancel order;2015-02-18 15:52:57;2015-02-18 15:59:48;Emily;APPLE iPhone 6 16 GB;639.0;2;NL-7887AC-13
167;make delivery;2015-02-18 15:58:54;2015-02-18 16:08:50;Michael;SAMSUNG Core Prime G361;135.0;4;NL-7751AR-19
263;send invoice;2015-02-18 16:20:54;2015-02-18 18:45:55;Madelyn;SAMSUNG Galaxy S4;329.0;3;NL-7821AC-3
178;make delivery;2015-02-18 16:43:19;2015-02-18 16:52:35;Michael;MOTOROLA Moto G;199.0;2;NL-9491BG-41
123;make delivery;2015-02-18 16:50:51;2015-02-18 17:15:46;Aubrey;SAMSUNG Galaxy S4;329.0;2;NL-7828AM-11a
250;send invoice;2015-02-18 17:03:39;2015-02-18 17:08:06;Jack;SAMSUNG Galaxy S4;329.0;3;NL-7822AW-5
270;place order;2015-02-18 17:10:01;2015-02-18 20:25:59;Lucas;MOTOROLA Moto G;199.0;2;NL-7942GT-2
116;prepare delivery;2015-02-18 17:16:16;2015-02-18 17:39:30;Isabella;APPLE iPhone 6 16 GB;639.0;3;NL-7751DG-21
182;pay;2015-02-18 17:20:54;2015-02-18 17:27:35;Jack;MOTOROLA Moto E 4G;99.99;5;NL-7751GM-23
159;prepare delivery;2015-02-18 17:41:02;2015-02-18 20:06:28;Lucas;SAMSUNG Galaxy S4;329.0;2;NL-9411ME-47
216;send reminder;2015-02-18 17:57:09;2015-02-18 18:15:45;Abigail;SAMSUNG Galaxy S4;329.0;2;NL-9521CT-28b
271;place order;2015-02-18 18:38:09;2015-02-18 18:43:27;Emma;APPLE iPhone 5s 16 GB;449.0;4;NL-7931TV-36
145;confirm payment;2015-02-18 18:40:41;2015-02-18 18:51:35;Jack;SAMSUNG Galaxy S4;329.0;4;NL-7833HT-15
162;pay;2015-02-18 19:03:35;2015-02-18 19:09:14;Lily;SAMSUNG Core Prime G361;135.0;3;NL-9521ET-30
173;send reminder;2015-02-18 19:25:13;2015-02-18 19:57:52;Luke;APPLE iPhone 5s 16 GB;449.0;2;NL-7751AR-19
272;place order;2015-02-18 21:30:42;2015-02-18 21:46:42;Zoe;APPLE iPhone 5s 16 GB;449.0;2;NL-9403JH-29
273;place order;2015-02-19 05:05:24;2015-02-19 05:10:51;Sophia;APPLE iPhone 6 16 GB;639.0;1;NL-7833HT-15
166;pay;2015-02-19 07:56:53;2015-02-19 08:02:32;Jack;APPLE iPhone 6 16 GB;639.0;2;NL-9411CS-43
189;pay;2015-02-19 09:23:22;2015-02-19 09:28:35;Lily;APPLE iPhone 6 16 GB;639.0;5;NL-7833HT-15
180;prepare delivery;2015-02-19 09:23:23;2015-02-19 11:55:40;Lucas;HUAWEI P8 Lite;234.0;5;NL-7833HT-15
158;make delivery;2015-02-19 09:34:01;2015-02-19 10:00:25;Aubrey;APPLE iPhone 6 16 GB;639.0;7;NL-7823JJ-7
274;place order;2015-02-19 09:36:04;2015-02-19 09:48:23;Sophia;MOTOROLA Moto G;199.0;1;NL-9403KD-31
251;send invoice;2015-02-19 09:47:30;2015-02-19 09:52:46;Lily;MOTOROLA Moto G;199.0;4;NL-7948DN-12a
111;make delivery;2015-02-19 09:55:45;2015-02-19 10:35:43;Kaylee;SAMSUNG Galaxy S4;329.0;3;NL-7944RD-8
242;send invoice;2015-02-19 10:04:51;2015-02-19 10:07:09;Emily;SAMSUNG Galaxy S6 32 GB;543.99;3;NL-9405NP-33
123;confirm payment;2015-02-19 10:06:06;2015-02-19 10:10:50;Lily;SAMSUNG Galaxy S4;329.0;2;NL-7828AM-11a
165;make delivery;2015-02-19 10:16:10;2015-02-19 10:48:19;Kaylee;APPLE iPhone 6s 64 GB;858.0;4;NL-9402NV-25
206;send reminder;2015-02-19 10:23:38;2015-02-19 10:45:34;Abigail;APPLE iPhone 6s Plus 64 GB;969.0;2;NL-7742XG-17
164;make delivery;2015-02-19 10:53:00;2015-02-19 11:32:22;Kaylee;APPLE iPhone 6s 64 GB;858.0;2;NL-7942GT-2
209;send reminder;2015-02-19 10:59:21;2015-02-19 11:12:37;Abigail;SAMSUNG Galaxy S4;329.0;2;NL-7887AC-13
257;send invoice;2015-02-19 10:59:49;2015-02-19 11:03:35;Lily;SAMSUNG Galaxy S4;329.0;2;NL-7742XG-17
140;make delivery;2015-02-19 11:05:56;2015-02-19 12:41:18;Ella;SAMSUNG Galaxy S4;329.0;3;NL-7887AC-13
275;place order;2015-02-19 11:30:15;2015-02-19 11:39:29;Sophia;SAMSUNG Galaxy S4;329.0;2;NL-7918AE-48b
140;confirm payment;2015-02-19 11:38:44;2015-02-19 11:44:17;Lily;SAMSUNG Galaxy S4;329.0;3;NL-7887AC-13
158;confirm payment;2015-02-19 11:44:15;2015-02-19 11:49:06;Charlotte;APPLE iPhone 6 16 GB;639.0;7;NL-7823JJ-7
111;confirm payment;2015-02-19 11:53:27;2015-02-19 11:59:32;Jack;SAMSUNG Galaxy S4;329.0;3;NL-7944RD-8
181;send reminder;2015-02-19 12:46:32;2015-02-19 13:05:12;Abigail;SAMSUNG Galaxy J5;219.99;9;NL-7823JJ-7
177;send reminder;2015-02-19 12:50:55;2015-02-19 13:12:16;Abigail;MOTOROLA Moto E 4G;99.99;3;NL-7907EJ-42
193;pay;2015-02-19 13:00:48;2015-02-19 13:09:28;Alexander;SAMSUNG Galaxy J5;219.99;1;NL-7942GT-2
276;place order;2015-02-19 13:18:37;2015-02-19 13:25:42;Aiden;APPLE iPhone 5s 16 GB;449.0;2;NL-9491BG-41
167;confirm payment;2015-02-19 13:51:55;2015-02-19 14:08:26;Alexander;SAMSUNG Core Prime G361;135.0;4;NL-7751AR-19
151;prepare delivery;2015-02-19 14:20:55;2015-02-19 16:56:33;Lucas;SAMSUNG Galaxy S4;329.0;6;NL-9403JH-29
164;confirm payment;2015-02-19 14:26:37;2015-02-19 14:34:58;Lily;APPLE iPhone 6s 64 GB;858.0;2;NL-7942GT-2
277;place order;2015-02-19 14:55:21;2015-02-19 15:00:17;Emma;APPLE iPhone 6 16 GB;639.0;4;NL-9411GK-45
212;send reminder;2015-02-19 15:34:39;2015-02-19 15:58:31;Abigail;SAMSUNG Galaxy S4;329.0;3;NL-9403KD-31
186;pay;2015-02-19 15:37:29;2015-02-19 15:42:18;Lily;APPLE iPhone 6 16 GB;639.0;2;NL-9766VB-39
272;send invoice;2015-02-19 15:38:21;2015-02-19 15:41:25;Emily;APPLE iPhone 5s 16 GB;449.0;2;NL-9403JH-29
175;prepare delivery;2015-02-19 15:42:44;2015-02-19 18:21:29;Lucas;SAMSUNG Core Prime G361;135.0;1;NL-7948BX-10
160;make delivery;2015-02-19 15:42:51;2015-02-19 16:06:45;Aubrey;APPLE iPhone 6 16 GB;639.0;4;NL-7943MC-4
156;make delivery;2015-02-19 15:44:25;2015-02-19 15:59:46;Avery;SAMSUNG Galaxy S4;329.0;3;NL-7742XG-17
165;confirm payment;2015-02-19 16:02:31;2015-02-19 16:08:24;Jack;APPLE iPhone 6s 64 GB;858.0;4;NL-9402NV-25
108;prepare delivery;2015-02-19 16:16:58;2015-02-19 16:32:37;Zoe;SAMSUNG Galaxy S4;329.0;2;NL-9521GC-32
156;confirm payment;2015-02-19 16:32:42;2015-02-19 16:40:37;Lily;SAMSUNG Galaxy S4;329.0;3;NL-7742XG-17
